SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
46159,868,4,3,3
46160,238,3,NA,NA
46161,46,1,NA,NA
46162,148,1,NA,NA
46163,312,3,4,5
46164,0,2,NA,NA
46165,412,1,2,1
46166,393,1,4,1
46167,904,3,1,3
46168,668,3,5,1
46169,NA,3,3,2
46170,716,3,3,3
46171,936,3,3,1
46172,797,3,2,4
46173,293,2,2,5
46174,412,4,4,5
46175,234,1,NA,NA
46176,870,3,2,2
46177,278,3,5,5
46178,730,2,1,4
46179,51,1,NA,NA
46180,602,1,4,3
46181,16,1,NA,NA
46182,366,3,4,1
46183,29,4,NA,NA
46184,704,4,4,3
46185,75,1,NA,NA
46186,584,4,3,5
46187,680,2,1,1
46188,717,3,3,1
46189,824,3,1,1
46190,678,2,4,4
46191,816,4,4,2
46192,220,3,NA,NA
46193,688,3,5,1
46194,907,3,3,1
46195,543,3,5,3
46196,954,3,4,1
46197,337,4,3,5
46198,444,4,4,4
46199,120,4,NA,NA
46200,7,2,NA,NA
46201,603,1,5,1
46202,542,4,4,1
46203,768,4,4,5
46204,NA,3,4,1
46205,136,3,NA,NA
46206,158,2,NA,NA
46207,13,1,NA,NA
46208,NA,4,1,2
46209,269,3,3,5
46210,930,3,3,5
46211,26,4,NA,NA
46212,411,3,5,1
46213,13,4,NA,NA
46214,599,5,4,1
46215,100,4,NA,NA
46216,33,2,NA,NA
46217,666,1,4,1
46218,801,3,5,1
46219,270,3,4,5
46220,98,5,NA,NA
46221,660,3,3,6
46222,448,1,1,1
46223,42,2,NA,NA
46224,30,1,NA,NA
46225,41,4,NA,NA
46226,238,1,NA,NA
46227,233,3,NA,NA
46228,844,3,4,1
46229,249,2,2,5
46230,165,3,NA,NA
46231,NA,3,2,2
46232,705,2,3,1
46233,17,2,NA,NA
46234,81,3,NA,NA
46235,24,2,NA,NA
46236,NA,5,1,2
46237,255,1,4,5
46238,682,3,1,2
46239,733,3,3,1
46240,10,1,NA,NA
46241,126,3,NA,NA
46242,NA,2,5,1
46243,749,3,4,1
46244,782,4,4,1
46245,642,3,4,3
46246,379,3,3,5
46247,9,1,NA,NA
46248,791,4,1,5
46249,920,3,4,1
46250,32,4,NA,NA
46251,634,3,3,1
46252,NA,3,3,2
46253,912,3,4,2
46254,302,3,5,5
46255,901,3,2,3
46256,387,4,2,4
46257,456,4,5,5
46258,745,1,1,5
46259,160,2,NA,NA
46260,186,2,NA,NA
46261,693,1,1,3
46262,NA,3,5,1
46263,110,1,NA,NA
46264,NA,3,4,2
46265,131,2,NA,NA
46266,135,4,NA,NA
46267,76,3,NA,NA
46268,240,1,4,5
46269,606,1,1,5
46270,230,1,NA,NA
46271,684,2,5,1
46272,35,2,NA,NA
46273,NA,1,1,2
46274,406,4,2,5
46275,884,4,3,3
46276,105,3,NA,NA
46277,12,2,NA,NA
46278,235,4,NA,NA
46279,14,4,NA,NA
46280,566,3,4,1
46281,847,4,5,1
46282,728,4,5,1
46283,NA,3,1,2
46284,378,3,5,5
46285,449,4,5,5
46286,89,2,NA,NA
46287,3,1,NA,NA
46288,558,3,4,3
46289,477,5,2,1
46290,35,1,NA,NA
46291,410,2,4,1
46292,180,2,NA,NA
46293,827,1,1,1
46294,117,4,NA,NA
46295,24,4,NA,NA
46296,24,1,NA,NA
46297,102,1,NA,NA
46298,3,3,NA,NA
46299,147,4,NA,NA
46300,383,2,4,5
46301,26,1,NA,NA
46302,43,1,NA,NA
46303,244,3,3,5
46304,76,1,NA,NA
46305,92,1,NA,NA
46306,7,1,NA,NA
46307,43,3,NA,NA
46308,138,2,NA,NA
46309,8,1,NA,NA
46310,196,3,NA,NA
46311,30,2,NA,NA
46312,215,3,NA,NA
46313,489,1,3,1
46314,119,1,NA,NA
46315,917,3,4,1
46316,883,3,2,1
46317,862,4,2,5
46318,168,4,NA,NA
46319,375,3,5,1
46320,547,4,3,1
46321,124,1,NA,NA
46322,NA,3,5,2
46323,198,1,NA,NA
46324,162,3,NA,NA
46325,530,1,3,3
46326,378,1,5,1
46327,100,2,NA,NA
46328,8,3,NA,NA
46329,464,3,3,1
46330,120,3,NA,NA
46331,280,4,4,5
46332,32,5,NA,NA
46333,NA,3,3,2
46334,902,1,4,2
46335,511,2,1,6
46336,660,3,2,1
46337,851,3,4,1
46338,3,1,NA,NA
46339,113,2,NA,NA
46340,879,5,5,1
46341,81,1,NA,NA
46342,334,1,3,1
46343,786,4,2,1
46344,72,3,NA,NA
46345,711,1,4,1
46346,905,3,3,1
46347,10,1,NA,NA
46348,698,4,2,1
46349,435,3,4,1
46350,180,3,NA,NA
46351,330,2,1,5
46352,225,1,NA,NA
46353,121,4,NA,NA
46354,507,1,1,1
46355,166,4,NA,NA
46356,205,5,NA,NA
46357,550,2,5,1
46358,473,1,1,1
46359,888,3,1,5
46360,582,3,3,1
46361,66,1,NA,NA
46362,86,1,NA,NA
46363,759,3,3,2
46364,821,4,2,3
46365,407,3,5,1
46366,16,3,NA,NA
46367,644,4,4,5
46368,824,2,5,1
46369,169,1,NA,NA
46370,91,1,NA,NA
46371,22,3,NA,NA
46372,744,3,4,1
46373,121,3,NA,NA
46374,50,2,NA,NA
46375,593,3,4,1
46376,NA,5,3,2
46377,75,5,NA,NA
46378,20,4,NA,NA
46379,597,4,4,5
46380,288,3,5,5
46381,5,3,NA,NA
46382,89,2,NA,NA
46383,337,4,3,5
46384,658,4,2,4
46385,505,3,2,3
46386,612,3,5,1
46387,295,1,4,1
46388,862,3,4,1
46389,950,3,5,1
46390,72,4,NA,NA
46391,126,5,NA,NA
46392,839,2,1,3
46393,194,3,NA,NA
46394,797,3,4,6
46395,51,3,NA,NA
46396,5,1,NA,NA
46397,697,4,2,3
46398,NA,3,4,2
46399,255,4,2,5
46400,622,5,5,1
46401,712,4,3,1
46402,186,1,NA,NA
46403,206,4,NA,NA
46404,NA,3,3,3
46405,732,3,3,3
46406,915,3,3,1
46407,95,3,NA,NA
46408,677,1,2,1
46409,18,1,NA,NA
46410,656,4,2,3
46411,5,3,NA,NA
46412,821,5,1,2
46413,254,3,4,5
46414,26,4,NA,NA
46415,311,4,3,4
46416,0,1,NA,NA
46417,137,3,NA,NA
46418,47,3,NA,NA
46419,870,1,2,2
46420,881,1,1,1
46421,152,5,NA,NA
46422,595,4,3,1
46423,112,3,NA,NA
46424,285,2,2,5
46425,609,4,5,1
46426,143,1,NA,NA
46427,254,4,4,5
46428,859,4,3,1
46429,166,4,NA,NA
46430,120,4,NA,NA
46431,83,5,NA,NA
46432,583,4,3,5
46433,511,2,3,1
46434,24,3,NA,NA
46435,85,2,NA,NA
46436,559,4,2,4
46437,81,4,NA,NA
46438,14,5,NA,NA
46439,55,1,NA,NA
46440,584,2,4,3
46441,NA,3,3,2
46442,797,2,4,2
46443,80,4,NA,NA
46444,37,4,NA,NA
46445,304,2,4,5
46446,215,1,NA,NA
46447,789,1,1,2
46448,14,3,NA,NA
46449,621,4,2,3
46450,97,3,NA,NA
46451,902,3,3,1
46452,815,3,3,5
46453,23,5,NA,NA
46454,72,1,NA,NA
46455,469,5,3,1
46456,160,4,NA,NA
46457,521,3,4,1
46458,742,4,4,1
46459,35,3,NA,NA
46460,307,4,2,4
46461,579,4,4,6
46462,331,1,5,1
46463,6,4,NA,NA
46464,868,3,4,3
46465,871,1,3,1
46466,175,5,NA,NA
46467,784,3,4,1
46468,726,4,2,1
46469,211,3,NA,NA
46470,797,3,3,1
46471,96,3,NA,NA
46472,588,4,5,3
46473,582,2,1,1
46474,484,3,4,5
46475,726,4,4,1
46476,877,1,1,2
46477,820,3,4,2
46478,369,1,1,5
46479,568,3,2,3
46480,272,2,3,5
46481,911,3,5,1
46482,215,1,NA,NA
46483,146,3,NA,NA
46484,650,3,3,6
46485,646,2,2,5
46486,597,2,4,5
46487,44,2,NA,NA
46488,171,1,NA,NA
46489,11,1,NA,NA
46490,645,3,3,1
46491,947,3,2,2
46492,798,3,5,1
46493,803,4,3,2
46494,81,3,NA,NA
46495,911,3,4,1
46496,757,4,4,1
46497,773,4,2,1
46498,444,4,2,1
46499,NA,2,1,1
46500,299,1,1,4
46501,889,3,2,2
46502,623,4,2,5
46503,374,3,4,5
46504,509,2,3,1
46505,141,2,NA,NA
46506,9,5,NA,NA
46507,NA,3,5,1
46508,121,4,NA,NA
46509,674,4,4,5
46510,411,4,2,1
46511,29,3,NA,NA
46512,748,4,4,1
46513,158,3,NA,NA
46514,737,3,3,1
46515,167,1,NA,NA
46516,19,1,NA,NA
46517,196,2,NA,NA
46518,142,3,NA,NA
46519,4,5,NA,NA
46520,341,3,4,5
46521,30,3,NA,NA
46522,739,3,4,1
46523,602,3,4,1
46524,166,3,NA,NA
46525,356,1,2,5
46526,662,3,4,1
46527,130,4,NA,NA
46528,913,3,4,1
46529,87,4,NA,NA
46530,51,5,NA,NA
46531,831,4,2,1
46532,485,3,4,3
46533,520,1,3,1
46534,590,1,5,1
46535,4,1,NA,NA
46536,953,3,2,1
46537,715,2,5,1
46538,404,2,1,6
46539,97,1,NA,NA
46540,585,1,2,1
46541,205,3,NA,NA
46542,393,3,2,1
46543,435,3,5,1
46544,29,4,NA,NA
46545,77,3,NA,NA
46546,NA,3,1,2
46547,888,3,3,1
46548,NA,4,1,1
46549,145,1,NA,NA
46550,8,1,NA,NA
46551,19,1,NA,NA
46552,110,2,NA,NA
46553,177,3,NA,NA
46554,580,3,5,1
46555,NA,3,4,1
46556,198,4,NA,NA
46557,48,3,NA,NA
46558,89,1,NA,NA
46559,857,3,4,3
46560,320,3,3,5
46561,74,3,NA,NA
46562,843,2,2,1
46563,720,3,5,5
46564,789,1,1,3
46565,505,4,5,3
46566,583,2,3,1
46567,111,1,NA,NA
46568,322,2,3,1
46569,762,3,3,2
46570,742,4,2,6
46571,740,1,3,1
46572,737,4,5,3
46573,194,2,NA,NA
46574,502,1,5,1
46575,750,3,3,5
46576,8,1,NA,NA
46577,753,3,5,1
46578,869,4,2,2
46579,233,4,NA,NA
46580,698,3,3,1
46581,111,2,NA,NA
46582,453,2,4,1
46583,132,3,NA,NA
46584,179,4,NA,NA
46585,25,4,NA,NA
46586,765,5,3,1
46587,269,1,2,5
46588,424,3,4,3
46589,835,4,1,5
46590,891,1,9,2
46591,639,1,5,1
46592,5,2,NA,NA
46593,627,4,3,6
46594,728,4,3,1
46595,NA,3,2,2
46596,538,1,3,4
46597,547,2,2,1
46598,421,2,3,1
46599,712,2,2,5
46600,573,3,5,3
46601,288,4,4,5
46602,221,4,NA,NA
46603,884,3,3,1
46604,744,4,3,2
46605,309,1,1,6
46606,715,3,3,1
46607,535,1,4,1
46608,95,1,NA,NA
46609,733,3,4,4
46610,450,4,1,6
46611,351,4,4,6
46612,178,1,NA,NA
46613,470,5,1,1
46614,12,5,NA,NA
46615,184,2,NA,NA
46616,723,3,5,1
46617,570,1,1,1
46618,17,3,NA,NA
46619,949,3,3,1
46620,657,2,5,2
46621,465,3,3,1
46622,96,1,NA,NA
46623,652,1,4,1
46624,6,1,NA,NA
46625,612,4,4,1
46626,823,1,3,1
46627,878,1,1,1
46628,104,1,NA,NA
46629,NA,3,2,1
46630,228,4,NA,NA
46631,32,3,NA,NA
46632,80,4,NA,NA
46633,402,3,3,1
46634,766,3,4,3
46635,402,3,4,5
46636,913,3,4,2
46637,41,4,NA,NA
46638,417,2,3,5
46639,134,4,NA,NA
46640,96,4,NA,NA
46641,25,1,NA,NA
46642,733,1,1,1
46643,104,1,NA,NA
46644,67,3,NA,NA
46645,219,2,NA,NA
46646,221,3,NA,NA
46647,463,3,2,4
46648,104,2,NA,NA
46649,509,3,5,1
46650,NA,1,1,1
46651,710,2,4,1
46652,6,1,NA,NA
46653,17,3,NA,NA
46654,34,1,NA,NA
46655,259,4,3,5
46656,843,3,1,3
46657,892,3,3,1
46658,91,3,NA,NA
46659,583,3,3,1
46660,468,1,3,1
46661,0,3,NA,NA
46662,128,4,NA,NA
46663,553,3,3,3
46664,575,3,4,1
46665,689,3,5,1
46666,606,3,4,1
46667,67,3,NA,NA
46668,339,4,3,5
46669,167,1,NA,NA
46670,NA,5,5,2
46671,342,4,3,6
46672,0,3,NA,NA
46673,132,1,NA,NA
46674,832,2,1,2
46675,284,3,2,5
46676,613,4,2,3
46677,557,3,1,1
46678,94,4,NA,NA
46679,87,4,NA,NA
46680,235,5,NA,NA
46681,93,2,NA,NA
46682,621,3,4,3
46683,127,4,NA,NA
46684,462,1,2,6
46685,184,4,NA,NA
46686,21,1,NA,NA
46687,NA,3,3,2
46688,803,3,3,1
46689,9,4,NA,NA
46690,322,3,3,6
46691,482,1,1,1
46692,940,3,3,1
46693,212,4,NA,NA
46694,429,3,5,1
46695,131,2,NA,NA
46696,2,1,NA,NA
46697,4,4,NA,NA
46698,2,3,NA,NA
46699,239,1,NA,NA
46700,942,5,5,1
46701,327,1,2,1
46702,3,1,NA,NA
46703,177,3,NA,NA
46704,711,4,3,1
46705,439,3,3,1
46706,207,4,NA,NA
46707,198,3,NA,NA
46708,244,2,4,5
46709,173,2,NA,NA
46710,726,1,1,1
46711,415,4,2,5
46712,NA,3,4,3
46713,623,3,3,1
46714,89,2,NA,NA
46715,35,4,NA,NA
46716,635,4,5,1
46717,599,2,4,3
46718,183,3,NA,NA
46719,9,3,NA,NA
46720,59,1,NA,NA
46721,184,1,NA,NA
46722,626,4,4,3
46723,96,1,NA,NA
46724,881,2,2,1
46725,420,5,4,6
46726,5,4,NA,NA
46727,124,2,NA,NA
46728,4,1,NA,NA
46729,408,3,1,1
46730,4,4,NA,NA
46731,754,1,3,1
46732,935,2,1,1
46733,493,3,3,5
46734,NA,3,5,5
46735,106,4,NA,NA
46736,565,4,5,5
46737,116,1,NA,NA
46738,252,5,4,5
46739,85,3,NA,NA
46740,535,1,5,1
46741,460,3,2,1
46742,229,4,NA,NA
46743,6,5,NA,NA
46744,262,3,4,5
46745,400,4,5,5
46746,453,3,4,5
46747,927,3,1,1
46748,17,5,NA,NA
46749,97,5,NA,NA
46750,545,1,1,2
46751,370,1,5,5
46752,472,1,5,1
46753,714,1,5,1
46754,422,3,3,6
46755,336,3,5,5
46756,929,3,3,2
46757,382,1,3,1
46758,135,1,NA,NA
46759,NA,4,1,2
46760,284,1,3,5
46761,786,4,4,3
46762,266,2,3,5
46763,411,1,2,1
46764,777,4,4,2
46765,89,3,NA,NA
46766,246,3,4,5
46767,145,2,NA,NA
46768,711,3,5,1
46769,333,3,4,1
46770,844,3,4,2
46771,319,1,1,1
46772,8,3,NA,NA
46773,151,1,NA,NA
46774,103,4,NA,NA
46775,100,2,NA,NA
46776,883,3,3,1
46777,543,4,4,6
46778,885,3,1,3
46779,NA,4,1,1
46780,693,3,5,1
46781,856,4,2,1
46782,210,4,NA,NA
46783,163,3,NA,NA
46784,503,1,2,5
46785,NA,3,4,2
46786,918,1,2,1
46787,689,3,5,1
46788,211,4,NA,NA
46789,143,4,NA,NA
46790,28,2,NA,NA
46791,293,3,3,6
46792,190,2,NA,NA
46793,134,1,NA,NA
46794,619,3,4,3
46795,263,3,3,6
46796,5,4,NA,NA
46797,223,1,NA,NA
46798,11,1,NA,NA
46799,251,3,3,5
46800,818,3,5,1
46801,351,3,4,1
46802,266,1,3,5
46803,432,4,5,1
46804,489,4,5,1
46805,NA,3,4,2
46806,164,2,NA,NA
46807,801,3,2,1
46808,272,3,3,6
46809,139,1,NA,NA
46810,42,1,NA,NA
46811,NA,5,4,1
46812,702,3,5,1
46813,34,3,NA,NA
46814,853,3,1,4
46815,32,4,NA,NA
46816,309,3,5,1
46817,1,3,NA,NA
46818,36,1,NA,NA
46819,702,1,1,4
46820,435,2,1,4
46821,48,1,NA,NA
46822,NA,3,3,3
46823,624,3,4,3
46824,452,3,4,5
46825,662,4,3,2
46826,100,3,NA,NA
46827,326,2,3,6
46828,864,3,3,1
46829,420,3,4,1
46830,746,4,2,5
46831,34,3,NA,NA
46832,231,3,NA,NA
46833,234,2,NA,NA
46834,475,3,5,4
46835,598,4,3,1
46836,636,3,5,3
46837,80,3,NA,NA
46838,904,3,5,1
46839,515,2,1,5
46840,740,4,4,3
46841,598,2,3,2
46842,26,1,NA,NA
46843,659,1,1,1
46844,103,1,NA,NA
46845,114,4,NA,NA
46846,943,3,1,1
46847,479,3,5,1
46848,191,3,NA,NA
46849,171,3,NA,NA
46850,211,1,NA,NA
46851,654,2,1,6
46852,375,3,5,1
46853,733,3,2,1
46854,548,3,4,1
46855,158,1,NA,NA
46856,536,4,3,1
46857,870,3,2,1
46858,8,1,NA,NA
46859,587,3,3,3
46860,128,2,NA,NA
46861,761,3,5,3
46862,602,3,4,1
46863,211,4,NA,NA
46864,555,3,4,1
46865,84,3,NA,NA
46866,NA,3,3,2
46867,870,4,3,3
46868,3,3,NA,NA
46869,36,3,NA,NA
46870,749,3,3,2
46871,269,3,3,5
46872,457,4,4,1
46873,34,4,NA,NA
46874,NA,3,3,2
46875,787,3,3,1
46876,743,2,3,1
46877,571,3,4,1
46878,7,1,NA,NA
46879,332,3,4,5
46880,403,3,5,1
46881,339,4,3,5
46882,22,2,NA,NA
46883,666,1,2,1
46884,278,3,2,5
46885,842,1,1,1
46886,31,3,NA,NA
46887,257,4,2,5
46888,631,3,5,1
46889,64,3,NA,NA
46890,43,1,NA,NA
46891,495,3,2,2
46892,6,3,NA,NA
46893,260,3,4,5
46894,94,1,NA,NA
46895,121,4,NA,NA
46896,544,2,3,5
46897,443,3,4,1
46898,NA,3,2,2
46899,681,1,5,1
46900,654,3,2,1
46901,485,2,3,1
46902,844,3,3,1
46903,75,1,NA,NA
46904,72,5,NA,NA
46905,503,2,3,1
46906,634,1,4,1
46907,705,2,1,5
46908,98,3,NA,NA
46909,827,3,4,1
46910,80,3,NA,NA
46911,929,3,3,1
46912,16,3,NA,NA
46913,184,3,NA,NA
46914,534,2,3,4
46915,156,2,NA,NA
46916,907,4,2,4
46917,376,1,4,1
46918,482,1,4,5
46919,733,1,3,1
46920,131,4,NA,NA
46921,8,4,NA,NA
46922,627,2,1,2
46923,101,3,NA,NA
46924,270,2,3,6
46925,447,3,4,1
46926,886,2,3,1
46927,739,3,4,1
46928,955,4,3,2
46929,2,3,NA,NA
46930,228,1,NA,NA
46931,722,1,1,1
46932,55,3,NA,NA
46933,749,4,2,3
46934,598,5,4,1
46935,380,1,3,5
46936,910,2,3,1
46937,28,3,NA,NA
46938,97,1,NA,NA
46939,148,1,NA,NA
46940,755,1,1,1
46941,616,5,4,4
46942,650,2,1,3
46943,123,3,NA,NA
46944,321,3,5,5
46945,NA,4,2,2
46946,90,4,NA,NA
46947,113,3,NA,NA
46948,479,4,5,5
46949,207,4,NA,NA
46950,895,2,1,5
46951,941,3,1,2
46952,269,1,5,5
46953,235,1,NA,NA
46954,654,4,4,1
46955,665,3,2,1
46956,46,4,NA,NA
46957,512,3,5,1
46958,245,3,3,5
46959,189,3,NA,NA
46960,119,1,NA,NA
46961,897,3,1,2
46962,455,3,4,1
46963,NA,4,4,3
46964,154,4,NA,NA
46965,533,3,1,1
46966,356,2,5,6
46967,102,5,NA,NA
46968,255,4,2,6
46969,543,5,4,1
46970,60,2,NA,NA
46971,813,3,5,3
46972,803,3,3,3
46973,406,4,4,5
46974,90,1,NA,NA
46975,817,2,1,4
46976,459,3,3,1
46977,250,4,3,6
46978,183,4,NA,NA
46979,743,3,3,1
46980,298,3,4,6
46981,0,2,NA,NA
46982,773,4,4,2
46983,851,3,3,1
46984,632,2,4,1
46985,589,4,2,1
46986,1,4,NA,NA
46987,679,2,1,1
46988,419,3,3,1
46989,314,1,1,5
46990,652,4,5,3
46991,NA,2,5,2
46992,740,2,4,3
46993,120,2,NA,NA
46994,235,3,NA,NA
46995,955,3,5,2
46996,926,3,4,2
46997,497,2,2,3
46998,278,1,4,6
46999,176,1,NA,NA
47000,45,4,NA,NA
47001,473,3,4,6
47002,510,3,3,5
47003,261,1,2,5
47004,476,4,3,5
47005,646,3,1,1
47006,385,2,5,1
47007,411,4,3,5
47008,15,3,NA,NA
47009,109,4,NA,NA
47010,749,2,3,1
47011,243,1,4,5
47012,733,3,5,1
47013,157,1,NA,NA
47014,736,4,4,1
47015,NA,4,2,2
47016,45,3,NA,NA
47017,3,1,NA,NA
47018,167,2,NA,NA
47019,298,2,1,5
47020,90,1,NA,NA
47021,93,4,NA,NA
47022,89,4,NA,NA
47023,10,3,NA,NA
47024,816,3,1,1
47025,692,3,4,6
47026,NA,3,5,1
47027,148,4,NA,NA
47028,566,2,1,1
47029,40,3,NA,NA
47030,NA,2,3,3
47031,604,3,4,5
47032,70,3,NA,NA
47033,413,3,3,1
47034,112,1,NA,NA
47035,365,3,3,3
47036,259,4,4,5
47037,78,4,NA,NA
47038,37,1,NA,NA
47039,362,1,2,1
47040,219,3,NA,NA
47041,402,1,2,6
47042,653,3,4,3
47043,88,1,NA,NA
47044,793,3,4,3
47045,233,3,NA,NA
47046,868,3,4,1
47047,314,3,5,1
47048,364,1,4,1
47049,459,4,2,1
47050,447,1,2,5
47051,5,2,NA,NA
47052,232,1,NA,NA
47053,702,3,3,3
47054,94,1,NA,NA
47055,843,3,4,1
47056,238,1,NA,NA
47057,567,3,4,1
47058,130,4,NA,NA
47059,39,2,NA,NA
47060,372,1,2,5
47061,134,1,NA,NA
47062,221,3,NA,NA
47063,481,1,3,1
47064,362,3,2,1
47065,47,4,NA,NA
47066,10,3,NA,NA
47067,88,1,NA,NA
47068,751,4,2,2
47069,597,3,3,1
47070,NA,4,4,3
47071,365,1,3,6
47072,411,4,4,5
47073,861,3,3,1
47074,427,1,1,5
47075,233,3,NA,NA
47076,56,4,NA,NA
47077,285,2,4,6
47078,191,3,NA,NA
47079,109,3,NA,NA
47080,30,3,NA,NA
47081,50,3,NA,NA
47082,24,1,NA,NA
47083,441,3,2,1
47084,670,3,2,1
47085,349,3,4,1
47086,NA,4,3,2
47087,767,2,5,1
47088,0,1,NA,NA
47089,44,1,NA,NA
47090,129,1,NA,NA
47091,95,2,NA,NA
47092,114,1,NA,NA
47093,240,1,4,5
47094,181,2,NA,NA
47095,761,1,4,3
47096,554,3,5,1
47097,722,2,4,3
47098,467,3,4,1
47099,226,4,NA,NA
47100,177,4,NA,NA
47101,80,4,NA,NA
47102,60,1,NA,NA
47103,145,5,NA,NA
47104,4,1,NA,NA
47105,374,3,4,5
47106,872,4,5,1
47107,48,2,NA,NA
47108,89,3,NA,NA
47109,757,4,2,3
47110,8,2,NA,NA
47111,575,3,3,1
47112,25,3,NA,NA
47113,13,2,NA,NA
47114,297,3,5,5
47115,761,3,5,1
47116,535,4,4,3
47117,334,2,3,1
47118,25,3,NA,NA
47119,522,4,2,5
47120,452,4,5,1
47121,677,1,1,1
47122,161,4,NA,NA
47123,35,4,NA,NA
47124,50,1,NA,NA
47125,37,3,NA,NA
47126,299,3,3,5
47127,640,3,3,3
47128,57,2,NA,NA
47129,227,1,NA,NA
47130,259,4,2,1
47131,142,3,NA,NA
47132,834,2,5,1
47133,92,4,NA,NA
47134,54,3,NA,NA
47135,221,3,NA,NA
47136,745,2,1,1
47137,369,3,2,1
47138,84,4,NA,NA
47139,207,3,NA,NA
47140,115,1,NA,NA
47141,622,2,4,1
47142,4,3,NA,NA
47143,44,4,NA,NA
47144,403,4,5,1
47145,847,3,4,1
47146,491,1,4,1
47147,267,1,4,1
47148,67,1,NA,NA
47149,263,1,2,1
47150,408,2,4,1
47151,611,3,4,3
47152,350,2,3,1
47153,20,1,NA,NA
47154,785,3,5,2
47155,240,2,2,5
47156,720,4,4,3
47157,847,3,5,1
47158,590,3,5,1
47159,565,5,2,1
47160,181,4,NA,NA
47161,108,1,NA,NA
47162,524,2,1,1
47163,NA,2,3,2
47164,235,4,NA,NA
47165,138,2,NA,NA
47166,158,3,NA,NA
47167,674,3,3,1
47168,15,1,NA,NA
47169,773,1,1,1
47170,206,1,NA,NA
47171,33,1,NA,NA
47172,440,4,5,5
47173,676,2,4,1
47174,18,3,NA,NA
47175,818,3,5,1
47176,893,3,4,1
47177,329,2,4,1
47178,139,5,NA,NA
47179,755,3,5,1
47180,519,1,1,1
47181,437,4,2,5
47182,185,2,NA,NA
47183,450,3,5,1
47184,341,1,1,1
47185,54,3,NA,NA
47186,723,4,5,1
47187,8,3,NA,NA
47188,91,2,NA,NA
47189,17,4,NA,NA
47190,791,3,3,1
47191,796,3,1,4
47192,54,3,NA,NA
47193,210,1,NA,NA
47194,28,1,NA,NA
47195,106,1,NA,NA
47196,6,3,NA,NA
47197,232,4,NA,NA
47198,26,1,NA,NA
47199,176,4,NA,NA
47200,114,4,NA,NA
47201,472,3,3,1
47202,653,3,3,2
47203,884,4,5,1
47204,242,2,3,5
47205,350,4,3,5
47206,887,4,1,2
47207,60,4,NA,NA
47208,18,3,NA,NA
47209,363,4,5,3
47210,NA,4,5,2
47211,134,4,NA,NA
47212,696,4,1,1
47213,329,4,3,5
47214,13,3,NA,NA
47215,406,3,2,1
47216,690,3,5,1
47217,582,5,2,1
47218,97,1,NA,NA
47219,0,2,NA,NA
47220,190,3,NA,NA
47221,48,5,NA,NA
47222,794,2,2,1
47223,471,1,3,1
47224,645,3,2,5
47225,123,1,NA,NA
47226,474,2,3,1
47227,906,4,2,3
47228,559,1,3,6
47229,287,5,4,5
47230,953,3,3,1
47231,476,3,2,3
47232,626,3,3,1
47233,736,1,1,1
47234,254,3,4,5
47235,78,4,NA,NA
47236,169,3,NA,NA
47237,19,4,NA,NA
47238,313,2,3,6
47239,27,1,NA,NA
47240,13,1,NA,NA
47241,216,3,NA,NA
47242,41,1,NA,NA
47243,934,3,4,1
47244,429,3,4,1
47245,306,3,5,5
47246,368,3,3,6
47247,398,1,1,1
47248,331,4,3,6
47249,115,4,NA,NA
47250,164,2,NA,NA
47251,220,3,NA,NA
47252,547,4,2,6
47253,385,4,4,1
47254,614,3,3,1
47255,453,2,3,5
47256,916,3,1,5
47257,762,4,1,1
47258,733,4,2,1
47259,409,3,4,6
47260,57,1,NA,NA
47261,348,1,2,5
47262,645,1,2,1
47263,146,5,NA,NA
47264,NA,3,2,2
47265,834,2,3,1
47266,83,4,NA,NA
47267,0,2,NA,NA
47268,123,1,NA,NA
47269,193,4,NA,NA
47270,582,3,1,1
47271,NA,3,5,2
47272,945,3,5,3
47273,750,1,1,6
47274,748,1,4,3
47275,127,1,NA,NA
47276,912,3,2,1
47277,911,3,1,3
47278,137,1,NA,NA
47279,171,2,NA,NA
47280,546,3,2,4
47281,592,3,4,3
47282,87,3,NA,NA
47283,NA,3,4,2
47284,274,3,4,5
47285,287,2,2,6
47286,725,4,3,4
47287,268,2,3,1
47288,20,1,NA,NA
47289,488,4,2,5
47290,69,2,NA,NA
47291,380,3,5,6
47292,511,1,1,1
47293,336,3,4,5
47294,149,3,NA,NA
47295,958,3,5,2
47296,65,2,NA,NA
47297,356,3,5,5
47298,863,3,4,1
47299,914,3,2,2
47300,173,3,NA,NA
47301,594,2,4,3
47302,501,1,4,1
47303,679,2,1,1
47304,681,3,4,1
47305,477,2,2,5
47306,951,1,1,2
47307,110,4,NA,NA
47308,732,4,2,5
47309,779,1,4,4
47310,810,3,4,1
47311,247,1,2,6
47312,81,2,NA,NA
47313,412,3,5,1
47314,112,3,NA,NA
47315,440,5,2,4
47316,6,1,NA,NA
47317,20,3,NA,NA
47318,642,1,2,1
47319,752,1,4,1
47320,612,4,2,5
47321,903,2,1,2
47322,893,1,1,3
47323,401,5,1,1
47324,481,2,5,1
47325,643,3,4,5
47326,150,2,NA,NA
47327,646,3,3,1
47328,9,1,NA,NA
47329,274,3,4,5
47330,144,1,NA,NA
47331,789,2,1,1
47332,524,4,4,1
47333,222,5,NA,NA
47334,642,3,4,5
47335,915,3,1,1
47336,391,3,5,1
